"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"Automatic sentence structure annotation for spoken language processing","DL Hillard - 2008 - digital.lib.washington.edu",2008,"https://digital.lib.washington.edu/researchworks/handle/1773/6080","https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/6080/3303290.pdf?sequence=1&isAllowed=y"
"Young English Language Learners' Cognate Sensitivity on Picture-Word Recognition and Production","LR Leacox - 2011 - diginole.lib.fsu.edu",2011,"http://diginole.lib.fsu.edu/islandora/object/fsu%3A183506/","http://diginole.lib.fsu.edu/islandora/object/fsu:183506/datastream/PDF/view"
"Medical translation step by step: Learning by drafting","V Montalt, M Gonzalez-Davies - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=eswJBAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=zHRB8dA3P6&sig=tg-G7P0KK8onKjYvuJWfcvdCSNg",NA
"Cross–language transfer of phonological and morphological awareness among young Malay second language learners","AB Nair - 2013 - studentsrepo.um.edu.my",2013,"http://studentsrepo.um.edu.my/id/eprint/4434","http://studentsrepo.um.edu.my/4434/1/All_Chapters-080913.pdf"
"Riddles of Belonging: India in Translation and Other Tales of Possession","CA Merrill - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=MwLRCwAAQBAJ&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=dDqyJs65qx&sig=7M1R7VplxCXzeHmVOBXXzH7Cojk",NA
"Second Language Acquisition in Multilingual and Mixed Ability Indian Classrooms","V Narang, S Priya, V Chaudhry - 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=wMPsDAAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=acv2AY_mcP&sig=MxhEcpgQPh567mGKdBe64xT5HNg",NA
"Translingual fine-grained morphosyntactic analysis and its application to machine translation","EF Drabek - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/8de0c462580e113e1030fb8eab01929a/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"An Information-Extraction System for Urdu---A Resource-Poor Language","S Mukund, R Srihari, E Peterson - ACM Transactions on Asian Language …, 2010 - dl.acm.org",2010,"http://dl.acm.org/citation.cfm?id=1838754","https://pdfs.semanticscholar.org/6232/33996bd67ff80910c61a9ba771069772c0dc.pdf"
"Textual representations for corpus-based bilingual retrieval","P McNamee - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/14de0ccab1950c489bbbe29e900badee/1?pq-origsite=gscholar&cbl=18750&diss=y","https://pdfs.semanticscholar.org/a4bd/5ce3a5eea769345433a166345779b38c0ac6.pdf"
"Systematic polysemy of nouns in estonian and its lexicographic treatment in Estonian language resources","M Langemets - 2009 - pdfs.semanticscholar.org",2009,"https://pdfs.semanticscholar.org/64f3/d648e4980a9c1163d2aa029c041ba9780c1b.pdf","https://pdfs.semanticscholar.org/64f3/d648e4980a9c1163d2aa029c041ba9780c1b.pdf"
"Text summarisation based on human language technologies and its applications","E Lloret - 2011 - rua.ua.es",2011,"http://rua.ua.es/dspace/bitstream/10045/23297/1/tesis_elenalloret.pdf","http://rua.ua.es/dspace/bitstream/10045/23297/1/tesis_elenalloret.pdf"
"Cross-language phonetic priming in bilinguals.","K Sun - 2011 - ir.canterbury.ac.nz",2011,"https://ir.canterbury.ac.nz/handle/10092/13322","https://ir.canterbury.ac.nz/bitstream/handle/10092/13322/Sun%2C%20Keyi%20MA%20Thesis.pdf?sequence=1"
"Advanced applications of natural language processing for performing information extraction","M Rodrigues, A Teixeira - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=PK0lCQAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=QSncejNZZ3&sig=aISP_k3feNolnFORbgolr6Y1A9M",NA
"A Multi-Language Comparison of Influences on Author Verification using Character N-Grams","MC Van Dam - 2014 - repository.tudelft.nl",2014,"http://repository.tudelft.nl/islandora/object/uuid:47d8d028-6ec2-4b75-b380-0c4c0ae58c5d","http://repository.tudelft.nl/islandora/object/uuid:47d8d028-6ec2-4b75-b380-0c4c0ae58c5d/datastream/OBJ/view"
"A multi-faceted & automatic knowledge elicitation system for managing unstructured information","Y Wang - 2010 - researchgate.net",2010,"https://www.researchgate.net/profile/WM_Wang/publication/220218226_A_multi-faceted_and_automatic_knowledge_elicitation_system_MAKES_for_managing_unstructured_information/links/00b4952b11f0cf2015000000.pdf","https://www.researchgate.net/profile/WM_Wang/publication/220218226_A_multi-faceted_and_automatic_knowledge_elicitation_system_MAKES_for_managing_unstructured_information/links/00b4952b11f0cf2015000000.pdf"
"Translation of the Sicilianit,"E McRae - 2011 - researchspace.auckland.ac.nz",2011,"https://researchspace.auckland.ac.nz/handle/2292/6974","https://researchspace.auckland.ac.nz/bitstream/handle/2292/6974/whole.pdf?sequence=2&sa=U&ei=yu9rU_GFOMalyQOpq4GYAg&ved=0CE0QFjAI&usg=AFQjCNEVIYdVJ2dyXm7qhTok96ZwEyKoJg"
"MultiWiki: Interlingual Text Passage Alignment in Wikipedia","S Gottschalk, E Demidova - ACM Transactions on the Web (TWEB), 2017 - dl.acm.org",2017,"http://dl.acm.org/citation.cfm?id=3004296","https://eprints.soton.ac.uk/403386/1/tweb_gottschalk_demidova_multiwiki.pdf"
"Ezzeldin","M Shaheen, A Magdy - Arab J Sci Eng, 2014 - academia.edu",2014,"http://www.academia.edu/download/34000577/Magdy_survey_paper.pdf","http://www.academia.edu/download/34000577/Magdy_survey_paper.pdf"
"Standardization vs. adaptation: consumer reaction to TV ads containing subtitled or English dubbed ads","M Pagani, R Goldsmith, A Perracchio - International Journal of  …, 2015 - Taylor & Francis",2015,"http://www.tandfonline.com/doi/abs/10.1080/02650487.2015.1009349",NA
"Review of doctoral research in second-language teaching and learning in Australia (2003–2006)","A Burns, B Paltridge, G Wigglesworth - Language Teaching, 2008 - cambridge.org",2008,"https://www.cambridge.org/core/journals/language-teaching/article/review-of-doctoral-research-in-second-language-teaching-and-learning-in-australia-20032006/45776FDF51CEA024BF29DA287D62277D","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/45776FDF51CEA024BF29DA287D62277D/S0261444807004910a.pdf/div-class-title-review-of-doctoral-research-in-second-language-teaching-and-learning-in-australia-2003-2006-div.pdf"
"The Handbook of Translation and Cognition","JW Schwieter, A Ferreira - 2017 - books.google.com",2017,"http://books.google.com/books?hl=en&lr=&id=yH0EDgAAQBAJ&oi=fnd&pg=PP8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Q1Wpzi3gNz&sig=dZNnO6TOhrtCriPrfLt6Umt3J6A",NA
"Evaluation framework for focused link discovery","WCD Huang - 2011 - eprints.qut.edu.au",2011,"http://eprints.qut.edu.au/46841/","http://eprints.qut.edu.au/46841/1/Wei-Che_Huang_Thesis.pdf"
"Urdu language processing: a survey.","A Daud, W Khan, D Che - Artif. Intell. Rev., 2017 - researchgate.net",2017,"https://www.researchgate.net/profile/Wahab_Khan4/publication/303748038_Urdu_language_processing_a_survey/links/578efb3a08ae81b4466ed17e/Urdu-language-processing-a-survey.pdf","https://www.researchgate.net/profile/Wahab_Khan4/publication/303748038_Urdu_language_processing_a_survey/links/578efb3a08ae81b4466ed17e/Urdu-language-processing-a-survey.pdf"
"Quantum linguistics and didactics of foreign language intensive teaching","LI Natarelli - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/388e3ea761d9b61ba9b56cf8a99b7b81/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.academia.edu/download/37162668/Natarelli_QLD.pdf"
"Top-down effects on multiple meaning access within and between languages","L Chen - 2008 - search.proquest.com",2008,"http://search.proquest.com/openview/41781c38f914b53aa7805c726975fdae/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"A computational theory of the use-mention distinction in natural language","S Wilson - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/eaa5a96223820a05b91bbdea7bc93ea1/1?pq-origsite=gscholar&cbl=18750&diss=y","http://drum.lib.umd.edu/bitstream/handle/1903/11694/Wilson_umd_0117E_12112.pdf?sequence=1"
"Self-translation: brokering originality in hybrid culture","A Cordingley - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=pIawNOV9XK0C&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=ketp-ZMlbq&sig=AAQY0_gE0zNccx9jcxWDNjrFhzs",NA
"A Semantic Distance of Natural Language Queries Based on Question-Answer Pairs","K Xiong - 2014 - uwspace.uwaterloo.ca",2014,"https://uwspace.uwaterloo.ca/handle/10012/8664","https://uwspace.uwaterloo.ca/bitstream/handle/10012/8664/Xiong_Kun.pdf?sequence=1&isAllowed=y"
"Multilingual communication at Albany International","FD Meira - 2014 - repositorio.ufsc.br",2014,"https://repositorio.ufsc.br/handle/123456789/129492","https://repositorio.ufsc.br/bitstream/handle/123456789/129492/331963.pdf?sequence=1"
"Building Language Resources for Emotion Analysis in Bengali","D Das, S Bandyopadhyay - …  Design Issues in Bangla Language  …, 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=nwFHAgAAQBAJ&oi=fnd&pg=PA346&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=e1HV3A7SGw&sig=XpWv79KKX8h97boc_1976x2OdPo",NA
"Cross-cutting Models of Distributional Lexical Semantics","JS Reisinger - 2010 - cs.utexas.edu",2010,"http://www.cs.utexas.edu/~ai-lab/pubs/reisinger-proposal.pdf","http://www.cs.utexas.edu/~ai-lab/pubs/reisinger-proposal.pdf"
"Ghanaian university students' entry grades in English and their performance in academic writing.","GS Adika, A Quartey - Journal for Language Teaching, 2016 - search.ebscohost.com",2016,"http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02599570&AN=121293556&h=oij6I0HyYCqLJUsGy0JvGTsPEnSngqQzptBUDPmD4UhjW95s2NVphZ3suwe38zNU%2B2o7joVm%2Bq1j2IeSkFSa0Q%3D%3D&crl=c",NA
"Plagiarism, Intellectual Property and the Teaching of L2 Writing: Explorations in the Detectionbased Approach","J Bloch - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=ccS_5EadoJMC&oi=fnd&pg=PR1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=7y7mDD0Ew5&sig=l5loukGlRBskiYkhzk9SCnOWFy4",NA
"Searching to translate and translating to search: When information retrieval meets machine translation","F Ture - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/c5bff4951facaf647381955f8ae097a5/1?pq-origsite=gscholar&cbl=18750&diss=y","http://drum.lib.umd.edu/bitstream/handle/1903/14502/Ture_umd_0117E_14453.pdf?sequence=1&isAllowed=y"
"An introduction to corpus linguistics","G Kennedy - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=qFuPBAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=VXFdKVYeY3&sig=U3W0zg80RqH7lO_xXyTDllKZTTY",NA
"Intelligent Information and Database Systems","AMGE Engine - Lecture Notes in Computer Science, 2014 - Springer",2014,"http://link.springer.com/content/pdf/10.1007%252F978-3-319-05476-6.pdf",NA
"Language learning and study abroad: A critical reading of research","C Kinginger - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=wxruCwAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=KVseg0jy0R&sig=j4Lmyq9ZjJ8Nme2FykqWYQ8R02U",NA
"Development of meaning making in second language writing of Korean international graduate students: A sociocultural and cognitive linguistic perspective","S Kim - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/5048772500aa16447cbbb0cbdc2be87a/1?pq-origsite=gscholar&cbl=18750&diss=y","https://etda.libraries.psu.edu/files/final_submissions/7729"
"Dark web: Exploring and data mining the dark side of the web","H Chen - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=GvFixW8AuHEC&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=jocZEtFhmG&sig=WIcMeXsVO9_SvrT7T5MaxOyrx3g",NA
"Intercultural mediation: Social, linguistic and psychometric considerations","S Rubenfeld - 2009 - ruor.uottawa.ca",2009,"http://www.ruor.uottawa.ca/handle/10393/29808","http://www.ruor.uottawa.ca/bitstream/10393/29808/1/NR59478.PDF"
"The clash of languages: Translation, literature, and the nation-state","JM Gully - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/0ea5b805a47f7f48d72b3005da952c33/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Contact languages: Ecology and evolution in Asia","U Ansaldo - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=qaIgAwAAQBAJ&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=EESMMsPCCc&sig=uq9ij0wh5bxP4ivBv9wblqbqnUg","http://www.langtoninfo.com/web_content/9780521863971_frontmatter.pdf"
"A blurred snapshot of advances in translation process research","R Mu,2014,"http://www.redalyc.org/html/2651/265134676002/","http://www.redalyc.org/html/2651/265134676002/"
"Style in Translation: A Corpus-Based Perspective","L Huang - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=ADZqBgAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=kw1EnRPblz&sig=IDVhfmvHVLF_bcrRHqFv__6jZFo",NA
"PAOLA TONINATO","T Gypsies - Translation, Travel, Migration: V. 12/2: Special Issue  …, 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=TL7sCwAAQBAJ&oi=fnd&pg=PA233&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=imraScX_gU&sig=U06FpwptYrPtvQf7SetHpkd99Ak",NA
"Vocabulary and writing in a first and second language: Processes and development","D Albrechtsen, K Haastrup, B Henriksen - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=T7-ADAAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=5py_1ElwTt&sig=2OWqT-9m4xYcbGskhsBoY_tTXGs",NA
"Complexity in Translation. An English-Norwegian Study of Two Text Types","M Thunes - 2011 - bora.uib.no",2011,"http://bora.uib.no/handle/1956/5179","https://bora.uib.no/bitstream/handle/1956/5179/41615%20Thunes%20materie.pdf?sequence=1"
"versity Press, 2010. 200 pp. ISBN: 978 0 7486 2736 3 (pbk). Reviewed by Mir-iam Meyerhoff, University of Auckland.","P Baker - academia.edu",NA,"http://www.academia.edu/download/40087618/Review_Published_in_ICAME_Journal_201220151116-4032-18xpygh.pdf","http://www.academia.edu/download/40087618/Review_Published_in_ICAME_Journal_201220151116-4032-18xpygh.pdf"
"The people's encyclopedia under the gaze of the sages: A systematic review of scholarly research on Wikipedia","C Okoli, M Mehdi, M Mesgari, FÅ Nielsen, A Lanamäki - 2012 - papers.ssrn.com",2012,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2021326","http://orbit.dtu.dk/files/52914302/SSRN_id2021326.pdf"
"Increasing access to medical knowledge using multilingual search interfaces","S Bedrick - 2011 - digitalcommons.ohsu.edu",2011,"http://digitalcommons.ohsu.edu/etd/637/","http://digitalcommons.ohsu.edu/cgi/viewcontent.cgi?article=1636&context=etd"
"Globally speaking: Motives for adopting English vocabulary in other languages","J Rosenhouse, R Kowner - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=nlWU3CkTAi4C&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=wkZ7TmnO3A&sig=_mzwpxchRUX_6QTUonISqDSI6Rg",NA
"Text Analysis: Sentence Initial Adverbials in a Second Grade Language Arts Book","SK Silva - 2015 - digitalcommons.hamline.edu",2015,"http://digitalcommons.hamline.edu/hse_all/149/","http://digitalcommons.hamline.edu/cgi/viewcontent.cgi?article=1148&context=hse_all"
"Vocabulary Learning Strategies and Foreign Language Acquisition","P Boniface - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=iC7iQbDWVg8C&oi=fnd&pg=PA1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=YJFpsDJb6e&sig=KOtd1KbXqDGzLg6gUhNQWHfMB1s",NA
"The Qur'an annotation for text mining","AM Sharaf - First year transfer report. School of Computing, Leeds  …, 2009 - academia.edu",2009,"http://www.academia.edu/download/38387419/firstYearTransferReport.pdf","http://www.academia.edu/download/38387419/firstYearTransferReport.pdf"
"Strategic Advancements in Utilizing Data Mining and Warehousing Technologies: New Concepts and Developments: New Concepts and Developments","D Taniar - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=ucESbd6cmKAC&oi=fnd&pg=PR1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=yF9tZjWHfd&sig=fcVaHHtaAZbkFbuhsXihADFr8zA",NA
"Globalisation processes and minority languages: linguistic hybridity in Brittany","M Hornsby - 2009 - eprints.soton.ac.uk",2009,"https://eprints.soton.ac.uk/344489/","https://eprints.soton.ac.uk/344489/1/HORNSBY-PHD-FINAL.pdf"
"Perspectives on corpus linguistics","V Viana, S Zyngier, G Barnbrook - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=c6Ii092IX9oC&oi=fnd&pg=PR1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=3f4C0iJz59&sig=K3IIxxh7HeOHu_6PgMnosjp82tw",NA
"Integrating natural language processing (NLP) and language resources using linked data","S Hellmann - 2013 - qucosa.de",2013,"http://www.qucosa.de/recherche/frontdoor/cache.off?tx_slubopus4frontend%5Bid%5D=urn%3Anbn%3Ade%3Absz%3A15-qucosa-157932","http://www.qucosa.de/fileadmin/data/qucosa/documents/15793/ClassicThesis.pdf"
"A system of deception and fraud detection using reliable linguistic cues including hedging, disfluencies, and repeated phrases","SLM Humpherys - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/572ba8d3db901ea30a91b5c9eef9af67/1?pq-origsite=gscholar&cbl=18750&diss=y","http://arizona.openrepository.com/arizona/bitstream/10150/196115/1/azu_etd_11341_sip1_m.pdf"
"A Structured Prediction Approach for Statistical Machine Translation.","D Zhang, L Sun, W Li - IJCNLP, 2008 - aclweb.org",2008,"http://www.aclweb.org/old_anthology/I/I08/I08-2.pdf#page=75","http://www.aclweb.org/old_anthology/I/I08/I08-2.pdf#page=75"
"Mining User-Generated Content for Social Research and Other Applications","RE Banchs, CGR Penagos - …  Applications of Natural Language  …, 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=3IWjcEzq2xAC&oi=fnd&pg=PA230&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=0NrDrkOXCp&sig=sXX8Fj6pAWLXv1TVTKbcO9AjpFw","https://pdfs.semanticscholar.org/1521/3924d97456b17e1741f03d6e1b0c5b627ccc.pdf"
"Problematizing and Addressing the Article-as-Concept Assumption in Wikipedia.","Y Lin, B Yu, A Hall, BJ Hecht - CSCW, 2017 - www-users.cs.umn.edu",2017,"http://www-users.cs.umn.edu/~hall/wikipedia_sub_article.pdf","http://www-users.cs.umn.edu/~hall/wikipedia_sub_article.pdf"
"Research methods for English language teachers","J McDonough, S McDonough - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=p7eOAwAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=OBoaGYMvnv&sig=Bz0GCiUl_gznF-zmLSsew7AMNkU",NA
"Bias in cross-cultural neuropsychological testing: problems and possible solutions","AL Fern,NA,"http://link.springer.com/article/10.1007/s40167-017-0050-2",NA
"The literary channel: The inter-national invention of the novel","M Cohen, C Dever - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=maBSEIlDfgMC&oi=fnd&pg=PP2&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=01tndrJbe9&sig=K0vdtU3gvRDPCbOAc5sM1ctrszI",NA
"The linguistic landscape of the Mediterranean: French and Italian coastal cities","S Tufi, RJ Blackwood - 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=SGmkCgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=UnppBT6WzX&sig=y0qrzyTkzsDKnosLMGH2dKp99C0",NA
"Do you speak English? Speech Codes relating to"" English only"" Language Policy within Multi-lingual Office Space in China","L Liu - 2013 - digital.lib.washington.edu",2013,"https://digital.lib.washington.edu/researchworks/handle/1773/23461","https://digital.lib.washington.edu/researchworks/bitstream/handle/1773/23461/Liu_washington_0250E_11772.pdf?sequence=1&isAllowed=y"
"Transnational translation: Foreign language in the travel writing of Cooper, Melville, and Twain","K Huber - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/ca3d2453cd53ea7c8c125f088e9a2c02/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Opinion topic, holder and polarity in texts: Exploration and automatic identification from cross-lingual data","KY Kim - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/2f129dd13cf425ba8699f3865896944e/1?pq-origsite=gscholar&cbl=18750&diss=y","https://www.ideals.illinois.edu/bitstream/handle/2142/24482/Kim_Kyoung-Young.pdf?sequence=1"
"Terrorism informatics: Knowledge management and data mining for homeland security","H Chen, E Reid, J Sinai, A Silke, B Ganor - 2008 - books.google.com",2008,"http://books.google.com/books?hl=en&lr=&id=feoqhcd8bnkC&oi=fnd&pg=PR15&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=PuaKxUlbMc&sig=H-rRB072WR07R23FKCnl2zxaTT0",NA
"Corpus creation","R Xiao - Handbook of Natural Language Processing (2n  …, 2010 - nozdr.ru",2010,"ftp://nozdr.ru/biblio/kolxo3/Cs/CsNl/Indurkhya%20N.,%20Damerau%20F.J.%20(eds.)%20Handbook%20of%20natural%20language%20processing%20(2ed.,%20CRC,%202010)(ISBN%209781420085921)(O)(692s)_CsNl_.pdf#page=173","ftp://nozdr.ru/biblio/kolxo3/Cs/CsNl/Indurkhya%20N.,%20Damerau%20F.J.%20(eds.)%20Handbook%20of%20natural%20language%20processing%20(2ed.,%20CRC,%202010)(ISBN%209781420085921)(O)(692s)_CsNl_.pdf#page=173"
"Cross-Language Communication in Heliodorus'“Aethiopica”","RW Groves IV - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/6441377133f1ae0b2e4fb6a66144b0e1/1?pq-origsite=gscholar&cbl=18750&diss=y","http://escholarship.org/uc/item/4v69q533.pdf"
"Extracting terms from an English-Greek popular science parallel corpus for translation teaching purposes","M Matsira - 2008 - etheses.bham.ac.uk",2008,"http://etheses.bham.ac.uk/131/","http://etheses.bham.ac.uk/131/1/Matsira08MPhil.pdf"
"Morphological Inference from Bitext for Resource-Poor Languages","TD Szymanski - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/70f956e148d948b68fddfb6f2431c2dc/1?pq-origsite=gscholar&cbl=18750&diss=y","https://deepblue.lib.umich.edu/bitstream/handle/2027.42/93843/tdszyman_1.pdf?sequence=1&isAllowed=y"
"The bilingual reform: A paradigm shift in foreign language teaching","JAW Caldwell, W Butzkamm - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=6dknDwAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=soJO6b31VO&sig=IJgKA0x9CCPFIJAsKQhLq6Q4WtI",NA
"Computational sociolinguistics: A survey","D Nguyen, AS Doğruöz, CP Rosé, F de Jong - Computational linguistics, 2016 - MIT Press",2016,"http://www.mitpressjournals.org/doi/abs/10.1162/COLI_a_00258","http://www.mitpressjournals.org/doi/full/10.1162/COLI_a_00258"
"Measuring semantic distance using distributional profiles of concepts","S Mohammad - 2008 - cdf.toronto.edu",2008,"ftp://ftp.cdf.toronto.edu/dist/gh/Mohammad-PhD-thesis.pdf","ftp://ftp.cdf.toronto.edu/dist/gh/Mohammad-PhD-thesis.pdf"
"A construction grammar approach to the analysis of translation shifts: a corpus-based study","T Serbina - 2015 - publications.rwth-aachen.de",2015,"https://publications.rwth-aachen.de/record/538325/files/538325.pdf","https://publications.rwth-aachen.de/record/538325/files/538325.pdf"
"Exploring writing of English language learners in middle school: A mixed methods study","RL Danzak - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/c01a5ed24cf3dfdff4466fc850ab03d5/1?pq-origsite=gscholar&cbl=18750&diss=y","http://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=2923&context=etd"
"A syntactic component for Vietnamese language processing","P Le-Hong, A Roussanaly… - Journal of Language  …, 2015 - hal.archives-ouvertes.fr",2015,"https://hal.archives-ouvertes.fr/hal-01255977/","https://hal.archives-ouvertes.fr/hal-01255977/document"
"Production-oriented and comprehension-based grammar teaching in the foreign language classroom","A Mystkowska-Wiertelak, M Pawlak - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=Bhc8qirFVpEC&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=mp8zZBNKbe&sig=_GdhxRCz5u88YngeiL-wLkoR8VE",NA
"Multilingual Compensatory Strategies of Czech Native Speakers in English","V Pokorná - 2011 - dspace.cuni.cz",2011,"https://dspace.cuni.cz/handle/20.500.11956/35712","https://dspace.cuni.cz/bitstream/handle/20.500.11956/35712/DPTX_2009_1__0_79590_0_78332.pdf?sequence=1&isAllowed=y"
"Language diversity in the classroom","J Edwards - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=ojHXBQAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=srWxFq3dDd&sig=kSpyd-SvrwjI-Niocq-OVqp7TAQ",NA
"Active learning and crowdsourcing for machine translation in low resource scenarios","V Ambati - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/dfdb01489166c283538c5e4e0dcf6bc1/1?pq-origsite=gscholar&cbl=18750&diss=y","https://www.lti.cs.cmu.edu/sites/default/files/research/thesis/2012/vamshi_ambati_active_learning_and_crowdsourcing_for_machine_translation_in_low_resource_scenarios.pdf"
"Offline script identification from multilingual indic-script documents: a state-of-the-art","PK Singh, R Sarkar, M Nasipuri - Computer Science Review, 2015 - Elsevier",2015,"http://www.sciencedirect.com/science/article/pii/S1574013714000203",NA
